rufas_id,Name,Fd_Category,feed_type,DM,ash,CP,N_A,N_B,N_C,Kd,RUP,dRUP,sol_prot,ADICP,NDICP,ADF,NDF,NDF48,lignin,starch,WSC,FA,EE,DE_Base,calcium,phosphorus,magnesium,potassium,sodium,chlorine,sulfur,copper,iron,manganese,zinc,molibdenum,chromium,cobalt,iodine,selenium,arginine,histidine,isoleucine,leucine,lysine,methionine,phenylalanine,threonine,triptophan,valine,C120_FA,C140_FA,C160_FA,C161_FA,C180_FA,C181t_FA,C181c_FA,C182_FA,C183_FA,otherFA_FA,NPN_source,starch_digested,FA_dig,P_inorg,P_org,B_Carotene,biotin,choline,niacin,Vit_A,Vit_D,Vit_E,Abs_calcium,Abs_phosphorus,Abs_sodium,Abs_chloride,Abs_potassium,Abs_copper,Abs_iron,Abs_magnesium,Abs_manganesum,Abs_zinc,is_fat,is_wetforage,units,limit,lower_limit,TDN,DE
160,Sorghum-sudangrass silage,Grain Crop Forage,Forage,31.709,10.904,12.25,38,30,32,3.7,51.481,55,47.292,1.152,1.899,38.905,59.468,54.914,5.248,2.786,5.634,1.633,3.013,2.304,0.524,0.296,0.258,2.462,0.058,0.815,0.164,11.423,899.465,76.71,38.982,1.601,0,0,0,0,3.06,1.66,3.57,6.12,3.28,1.21,4.37,3.34,1.07,4.89,2.859,0.889,20.644,0.434,2.421,0,10.179,30.365,25.53,6.679,0,91,73,67,33,0,0,0,0,0,0,0,0.4,0.787,1,0.92,1,0.05,0.1,0.31,0.004,0.2,FALSE,FALSE,kg,100,0,54.39,2.39
161,Sorghum-sudangrass hay,Grain Crop Forage,Forage,90.47,10.036,9.813,28,53,19,5,46.946,60,38.563,1.051,2.566,39.336,61.017,54.416,4.935,3.748,10.364,1.101,1.932,2.34,0.368,0.24,0.254,1.998,0.028,0.982,0.144,9.393,358.683,62.067,38.645,1.451,0,0,0,0,4.104,1.94,3.955,7.388,4.851,1.642,4.776,4.104,2.09,5.224,2.859,0.889,20.644,0.434,2.421,0,10.179,30.365,25.53,6.679,0,91,73,67,33,0,0,0,0,0,0,0,0.4,0.787,1,0.92,1,0.05,0.1,0.31,0.004,0.2,FALSE,TRUE,kg,100,0,54.38,2.41
163,Soybean hulls,By-Product/Other,Conc,90.372,5.179,11.88,26,69.557,3.898,6.402,37.012,68,26.269,1.152,3.647,47.94,66.749,88.11,2.572,0.984,2.747,1.61,1.885,2.739,0.636,0.132,0.276,1.403,0.011,0.041,0.117,7.583,463.849,20.505,47.266,1.051,0.4,0,0,0.2,5.21,2.605,3.697,6.303,6.303,1.092,3.866,3.613,1.345,4.37,0,1.465,16.216,0.285,7.027,0.697,15.901,42.66,13.107,2.642,0,91,73,16,84,0,0,0,0,0,0,0,0.6,0.706,1,0.92,1,0.05,0.1,0.31,0.004,0.2,FALSE,TRUE,kg,100,0,67.34,3.01
164,"Soybean meal, expellers",By-Product/Other,Conc,91.169,6.732,47.604,9,91,0,2.4,63.153,93,14.705,0.914,3.607,10.109,19.591,85,2.058,1.804,11.818,6.118,7.118,3.882,0.335,0.724,0.312,2.241,0.014,0.06,0.397,15.119,195.591,39.335,52.892,2.72,0.21,0,0,0.2,7.292,2.623,4.542,7.591,6.119,1.343,5.053,3.902,1.343,4.733,0,0.071,11.553,0.087,3.707,1.417,18.126,54.768,9.516,0.755,0,91,73,7,93,0,0,0,0,0,0,0,0.6,0.691,1,0.92,1,0.05,0.1,0.31,0.004,0.2,FALSE,TRUE,kg,100,0,88.53,4.35
167,"Soybean meal, solvent 48CP",By-Product/Other,Conc,89.267,7.237,52.644,18,80,2,9,32.746,91,23.117,0.627,1.005,7.187,11.065,85.667,1.084,1.879,12.953,1.08,1.815,3.967,0.4,0.739,0.327,2.421,0.019,0.062,0.413,16.058,187.015,41.372,52.924,4.315,0.21,0,0,0.2,7.291,2.641,4.537,7.63,6.163,1.377,5.034,3.95,1.377,4.763,0,0.834,17.278,0,4.446,0.43,13.223,54.163,8.429,1.197,0,91,73,7,93,0,0,0,0,0,0,0,0.6,0.691,1,0.92,1,0.05,0.1,0.31,0.004,0.2,FALSE,TRUE,kg,100,0,81.39,4.16
169,"Soybeans, whole raw",Plant Protein,Conc,89.105,5.31,39.98,26,74,0,9.31,28.457,89.5,42.085,0.658,1.663,6.992,11.883,84,1.516,4.17,9,16.99,20.729,4.313,0.272,0.654,0.274,2.028,0.011,0.039,0.344,11.865,102.792,26.014,50.932,0,0.069,0,0,0.3,7.25,2.611,4.528,7.583,6.139,1.333,5.028,3.889,1.333,4.722,0.577,0.195,11.925,0.08,4.047,0,21.986,52.434,7.589,1.167,0,91,73,7,93,0,0,0,0,0,0,0,0.6,0.691,1,0.92,1,0.05,0.1,0.31,0.004,0.2,FALSE,TRUE,kg,100,0,101.01,4.77
170,"Soybeans, whole roasted",Plant Protein,Conc,94.041,5.563,40.023,18,77,5,9.3,34.05,87,15.639,0.97,2.785,10.07,18.362,84.25,1.797,1.544,9.785,15.35,21.257,4.136,0.277,0.63,0.261,1.901,0.016,0.065,0.318,13.659,130.956,31.483,46.001,3.004,0.069,0,0,0.3,7.25,2.611,4.528,7.583,6.139,1.333,5.028,3.889,1.333,4.722,0.002,0.108,11.795,0.075,4.301,0,23.581,52.363,6.99,0.785,0,91,73,7,93,0,0,0,0,0,0,0,0.6,0.691,1,0.92,1,0.05,0.1,0.31,0.004,0.2,FALSE,TRUE,kg,100,0,99.2,4.75
176,"Sudangrass silage, mature",Grass/Legume Forage,Forage,31.471,10.601,9.538,38,30,32,3.7,51.481,55,49.313,0.999,2.255,43.845,66.617,61,6.342,2.149,4.007,1.528,2.692,2.157,0.446,0.266,0.253,2.401,0.026,0.85,0.161,10.294,564.061,66.47,37.044,1.286,0,0,0,0,3.06,1.66,3.57,6.12,3.28,1.21,4.37,3.34,1.07,4.89,2.859,0.889,20.644,0.434,2.421,,10.179,30.365,25.53,6.679,0,91,73,67,33,0,0,0,0,0,0,0,0.4,0.787,1,0.92,1,0.05,0.1,0.31,0.004,0.2,FALSE,TRUE,kg,100,0,54.7,2.41
181,Sunflower meal,By-Product/Other,Conc,90.24,7.353,37.01,42,53,5,29.2,15.809,90,27.333,1.644,2.361,29.028,40.195,36.5,9.071,1.112,9.218,1.02,2.202,2.983,0.462,1.127,0.601,1.615,0.038,0.152,0.447,32.866,274.993,48.318,83.774,1.135,0,0,0,0.5,8.031,2.437,4,6.219,3.5,2.188,4.5,3.625,1.281,4.844,0,0.755,11.591,0,4.37,0,41.93,38.714,0.588,2.052,0,91,73,0,100,0,0,0,0,0,0,0,0.6,0.68,1,0.92,1,0.05,0.1,0.31,0.004,0.2,FALSE,TRUE,kg,100,0,59.88,2.9
182,Sunflower seed,By-Product/Other,Conc,92.716,3.471,20.07,66,32,2,17,13.812,80,50.5,0.839,1.707,24.379,35.196,15,7.212,0.614,4,37.2,39.003,4.149,0.203,0.727,0.387,0.978,0.011,0.099,0.255,20.105,104.211,29.684,56.263,1,0,0,0,0,7.986,2.491,3.907,6.122,3.702,2.128,4.474,3.589,1.409,4.785,0,0.1,5.2,0.1,4.1,0,39.4,47.9,0.4,2.8,0,91,73,0,100,0,0,0,0,0,0,0,0.6,0.68,1,0.92,1,0.05,0.1,0.31,0.004,0.2,FALSE,TRUE,kg,100,0,122.34,5.37
186,Tomato pomace,By-Product/Other,Conc,24.7,5.5,19.3,42,53,5,7.4,29.767,80,38,3.8,8,47.6,60,70,13.3,1.19,13,12.3,13.3,2.622,0.22,0.47,0.28,0.98,0.12,1,0.15,11,541,11,54,1.8,0,0,0,0,11.5,3.9,4.1,7.1,8,2.3,5.8,3.3,0,4.4,0,0,0,0,0,0,0,0,0,0,0,91,73,28,72,0,0,0,0,0,0,0,0.6,0.725,1,0.92,1,0.05,0.1,0.31,0.004,0.2,FALSE,TRUE,kg,100,0,65.49,2.99
187,"Triticale silage, mature",Grain Crop Forage,Forage,30.142,10.065,14.16,56,33,11,5.9,29.508,65,62.655,0.806,1.69,37.164,58.59,58.453,4.335,1.703,10.061,2.475,3.468,2.548,0.384,0.337,0.172,2.823,0.051,0.863,0.196,8.913,455.422,47.687,35.402,1.459,0,0,0,0,3.84,2.53,3.04,5.86,1.83,1.31,4.78,2.14,1.03,3.68,1.123,0.423,11.416,2.232,0.918,0,1.488,14.527,62.817,5.056,0,91,73,67,33,0,0,0,0,0,0,0,0.4,0.787,1,0.92,1,0.05,0.1,0.31,0.004,0.2,FALSE,TRUE,kg,100,0,57.23,2.57
193,Wheat bran,By-Product/Other,Conc,90.095,5.485,17.403,43,51,6,24.233,17.882,69.182,39.95,0.609,3.1,13.815,40.085,43.333,4.151,20.804,8.021,4.02,4.387,3.048,0.132,1.055,0.429,1.221,0.031,0.109,0.191,10.756,163.089,132.641,76.583,1.37,0,0,0,0.5,6.938,2.754,3.188,6.213,4.051,1.456,3.906,3.188,1.84,4.815,0,0.099,17.054,0,1.084,0,17.807,59.09,4.731,0.135,0,91,73,5,95,0,0,0,0,0,0,0,0.6,0.688,1,0.92,1,0.05,0.1,0.31,0.004,0.2,FALSE,FALSE,kg,100,0,71.53,3.23
194,Wheat grain,Energy Source,Conc,85.689,2.064,13.485,31,54,15,19.1,28.686,87.734,28.401,0.448,1.593,4.193,12.46,55.714,1.518,63.011,5.917,1.78,1.976,3.558,0.1,0.359,0.135,0.473,0.011,0.126,0.148,4.453,71.062,42.595,31.688,1,0.04,0,0,0.3,4.794,2.154,3.445,6.537,2.761,1.537,4.447,2.946,1.357,4.444,0,0.233,19.504,0,1.081,0,14.656,60.202,4.324,0,0,93,73,15,85,0,0,0,0,0,0,0,0.6,0.704,1,0.92,1,0.05,0.1,0.31,0.004,0.2,FALSE,FALSE,kg,100,0,86.61,3.83
195,"Wheat hay, headed",Grain Crop Forage,Forage,90.592,8.119,9.877,35,53,12,4.3,42.39,70,39.806,5.926,11.901,33.575,52.847,57.222,4.905,12.164,9.595,1.013,2.088,2.523,0.308,0.233,0.143,1.653,0.051,0.624,0.158,7.518,303.336,51.346,24.962,1.648,0,0,0,0,2.02,3.6,4.01,6.64,4.21,1.77,4.24,4.21,1.03,5.8,1.193,0.43,16.44,0.476,1.33,0.055,2.534,23.382,49.897,4.263,0,91,73,67,33,0,0,0,0,0,0,0,0.4,0.787,1,0.92,1,0.05,0.1,0.31,0.004,0.2,FALSE,FALSE,kg,100,0,52.68,2.33
197,Wheat middlings,By-Product/Other,Conc,88.275,5.875,19.096,48,44,8,16.18,21.904,57,40.075,0.686,2.771,13.174,38.673,48.58,3.765,22.922,7.896,3.85,4.353,3.049,0.137,1.215,0.447,1.226,0.016,0.1,0.204,11.507,153.487,132.825,90.181,1.641,0,0,0,0.5,6.646,2.609,3.106,6.087,3.975,1.491,3.975,3.168,1.429,4.534,0,0.096,17.088,0.122,1.168,0,17.687,57.78,4.714,1.345,0,91,73,5,95,0,0,0,0,0,0,0,0.6,0.688,1,0.92,1,0.05,0.1,0.31,0.004,0.2,FALSE,FALSE,kg,100,0,73.26,3.33
198,"Wheat silage, HEADED",Grain Crop Forage,Forage,34.801,10.534,10.728,62,29,9,10,22.467,72.286,69.466,1.169,1.552,35.053,51.106,61.439,4.991,12.987,6.51,1.533,3.056,2.507,0.299,0.293,0.132,2.028,0.064,0.738,0.167,7.685,542.604,45.948,28.183,1.576,0,0,0,0,2.02,3.6,4.01,6.64,4.21,1.77,4.24,4.21,1.03,5.8,6.557,0.541,16.763,1.674,1.944,0,3.797,19.963,44.299,4.462,0,91,73,67,33,0,0,0,0,0,0,0,0.4,0.787,1,0.92,1,0.05,0.1,0.31,0.004,0.2,FALSE,TRUE,kg,100,0,57.25,2.55
200,Wheat straw,By-Product/Other,Forage,89.455,8.002,4.497,10,51,39,1.35,79.573,61.5,35.983,1.258,1.514,53.131,76.9,41.816,8.194,1.81,4.191,0.548,1.49,1.961,0.376,0.119,0.123,1.41,0.075,0.485,0.106,6.195,223.915,50.488,16.622,1.44,0,0,0,0,2.02,3.6,4.01,6.64,4.21,1.77,4.24,4.21,1.03,5.8,1.193,0.43,16.44,0.476,1.33,0.055,2.534,23.382,49.897,4.263,0,91,73,67,33,0,0,0,0,0,0,0,0.4,0.787,1,0.92,1,0.05,0.1,0.31,0.004,0.2,FALSE,FALSE,kg,100,0,47.52,2.04
201,"Skim milk, powder",Calf Liquid Feed,Conc,94,6.9,37.4,0,0,0,0,0,100,0,0,0,0,0,0,0,0,56,0.8,1,4.25,1.29,1.08,0.1,1.85,0.55,1,0.45,0.42,3.3,0.2,42,0,0,0.01,0.15,0.2,3.75,2.92,6.18,10.6,8.8,3,5.26,4.62,1.65,6.9,0,0,0,0,0,0,0,0,0,0,0,0,80,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,kg,100,0,0,4.25
202,Whole milk,Calf Liquid Feed,Conc,12.5,6.3,25.4,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,28.9,30.8,5.59,1,0.75,0.1,1.23,0.4,0.92,0.32,0.8,4.1,0.4,38,0,0,0.01,0.15,0.16,3.75,2.92,6.18,10.6,8.8,3,5.26,4.62,1.65,6.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0.68,0,0,0,0,0,0,0,0,FALSE,FALSE,kg,100,0,0,5.59
203,Milk replacer 28 CP 17.5 fat,Calf Liquid Feed,Conc,15,7,29.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.6,18,18.2,4.93,0.8,0.6,0.15,1.1,0.4,0.32,0.2,5,85,60,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0.1,1000,10,9800,3200,200,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,kg,100,0,0,4.78
208,"Whey, delactosed",By-Product/Other,Conc,93,16.5,17.9,0,0,0,0,0,100,91.106,0,0,0,0,0,0,0,0,5.274,0.7,3.54,1.71,1.12,0.23,3.16,1.54,1.1,1.15,0.72,9,0.1,20,0,0,0.01,0,0.25,2.751,1.834,5.066,8.777,6.943,1.397,3.231,5.459,1.5,4.803,0.72,6.751,35.743,0.945,17.814,2.641,27.083,6.885,0,1.418,0,91,73,0,100,0,0,0,0,0,0,0,0.6,0.68,1,0.92,1,0.05,0.1,0.31,0.004,0.2,FALSE,FALSE,kg,100,0,74.8,3.3
209,"Whey, dry",By-Product/Other,Conc,92.624,9.66,17.833,90,10,0,5,10.898,95,91.106,0.221,0.534,0.302,0.647,0,0.225,1.43,56.1,5.274,6.274,3.63,0.923,0.892,0.145,2.603,0.742,1.646,0.24,1.242,10.652,1.241,4.511,0,0,0,0,0.06,2.751,1.834,5.066,8.777,6.943,1.397,3.231,5.459,1.5,4.803,0.72,6.751,35.743,0.945,17.814,2.641,27.083,6.885,0,1.418,0,91,73,0,100,0,0,0,0,0,0,0,0.6,0.68,1,0.92,1,0.05,0.1,0.31,0.004,0.2,FALSE,FALSE,kg,100,0,74.8,3.6
210,"Whey, wet",By-Product/Other,Conc,22.87,13.529,7.416,90,10,0,5,10.898,95,53.672,0.341,0.666,0.924,2.172,0,0.319,1.43,50.6,0.971,1.971,3.162,1.26,1.285,0.225,4.006,1.434,3.001,0.195,5.141,74.434,2.739,38.832,0,0,0,0,0.06,2.174,1.652,5.391,9.043,7.217,1.391,2.957,6.174,1.565,5.13,0.72,6.751,35.743,0.945,17.814,2.641,27.083,6.885,0,1.418,0,91,73,0,100,0,0,0,0,0,0,0,0.6,0.68,1,0.92,1,0.05,0.1,0.31,0.004,0.2,FALSE,FALSE,kg,100,0,80.33,3.6
216,Calf starter 18CP high starch (Fed to calves only),Energy Source,Conc,88,8.01,20.6,0,0,0,0,0,85,0,0.63,1.26,7.78,17.37,54.25,1.96,37.92,7.68,3,3.73,3.2,0.75,0.37,0.15,0.6,0.22,0.17,0.2,6,60,40,55,0,0,0.2,0.5,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,81,80,20,0,0,0,0,3700,1100,67,0.6,0.68,1,0.92,1,0.05,0.1,0.3,0.004,0.2,FALSE,FALSE,kg,100,0,0,3.69
229,Bone meal,Vitamin/Mineral,Conc,100,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,12.9,0,0,5.7,0,2.5,0,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,73,0,100,0,0,0,0,0,0,0,0.6,0.8,1,0,0,0,0.01,0,0,0,FALSE,FALSE,kg,100,0,0,0
230,Calcium carbonate,Vitamin/Mineral,Mineral,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,73,0,100,0,0,0,0,0,0,0,0.5,0.68,0,0,0,0,0,0,0,0,FALSE,FALSE,kg,100,0,0,0
231,Calcium phosphate (di),Vitamin/Mineral,Mineral,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,19.3,0,0,0,0,0,0,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,73,0,100,0,0,0,0,0,0,0,0.75,0.8,0,0,0,0,0.01,0,0,0,FALSE,FALSE,kg,100,0,0,0
232,Calcium phosphate (mono),Vitamin/Mineral,Mineral,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.4,21.6,0,0,0,0,0,0,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,73,0,100,0,0,0,0,0,0,0,0.6,0.68,0,0,0,0,0.01,0,0,0,FALSE,FALSE,kg,100,0,0,0
233,Calcium sulfate (2H2O),Vitamin/Mineral,Mineral,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.3,0,0,0,0,0,23.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,73,0,100,0,0,0,0,0,0,0,0.6,0.68,0,0,0,0,0,0,0,0,FALSE,FALSE,kg,100,0,0,0
234,Limestone,Vitamin/Mineral,Mineral,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,73,0,100,0,0,0,0,0,0,0,0.45,0.68,0,0,0,0,0,0.12,0,0,FALSE,FALSE,kg,100,0,0,0
235,Dolomite limestone (magnesium),Vitamin/Mineral,Mineral,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,73,0,100,0,0,0,0,0,0,0,0.35,0.68,0,0,0,0,0,0.12,0,0,FALSE,FALSE,kg,100,0,0,0
236,Magnesium oxide,Vitamin/Mineral,Mineral,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,73,0,100,0,0,0,0,0,0,0,0.45,0.68,0,0,0,0,0,0.23,0,0,FALSE,FALSE,kg,100,0,0,0
237,Potassium chloride,Vitamin/Mineral,Mineral,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,73,0,100,0,0,0,0,0,0,0,0,0.68,0,0.92,1,0,0,0,0,0,FALSE,FALSE,kg,100,0,0,0
239,Sodium chloride (salt),Vitamin/Mineral,Mineral,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.3,60.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,73,0,100,0,0,0,0,0,0,0,0,0.68,1,0.92,0,0,0,0,0,0,FALSE,FALSE,kg,100,0,0,0
240,Sodium bicarbonate,Vitamin/Mineral,Mineral,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,73,0,100,0,0,0,0,0,0,0,0,0.68,1,0,0,0,0,0,0,0,FALSE,FALSE,kg,100,0,0,0
241,"Phosphate, monosodium (H2O)",Vitamin/Mineral,Mineral,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.5,0,0,16.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,73,0,100,0,0,0,0,0,0,0,0,0.9,1,0,0,0,0,0,0,0,FALSE,FALSE,kg,100,0,0,0
242,Sodium sulfate,Vitamin/Mineral,Mineral,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,73,0,100,0,0,0,0,0,0,0,0,0.68,1,0,0,0,0,0,0,0,FALSE,FALSE,kg,100,0,0,0
243,Potassium sulfate,Vitamin/Mineral,Mineral,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.8,0,0,17.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,73,0,100,0,0,0,0,0,0,0,0,0.68,0,0,1,0,0,0,0,0,FALSE,FALSE,kg,100,0,0,0
244,Ammonium sulfate,NPN Supplement,Conc,100,33,134.1,100,0,0,0,11,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,91,73,0,100,0,0,0,0,0,0,0,0,0.68,0,0,0,0,0,0,0,0,FALSE,FALSE,kg,100,0,0,0
245,Ammonium phosphate (dibasic),NPN Supplement,Conc,100,36,115.9,100,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,20.6,0,0,0,0,2.2,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,91,73,100,0,0,0,0,0,0,0,0,0.6,0.8,1,0.92,1,0.05,0.1,0.3,0.004,0.2,FALSE,FALSE,kg,100,0,0,0
246,Ammonium chloride,NPN Supplement,Conc,100,100,163.6,100,0,0,1,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,91,73,100,0,0,0,0,0,0,0,0,0,0,0,0.92,0,0,0,0,0,0,FALSE,FALSE,kg,100,0,0,0
247,Calcium chloride (2H2O),Vitamin/Mineral,Mineral,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.5,0,0,0,0,48.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,73,0,100,0,0,0,0,0,0,0,0.6,0.68,0,0.92,0,0,0,0,0,0,FALSE,FALSE,kg,100,0,0,0
248,Calcium chloride,Vitamin/Mineral,Mineral,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.1,0,0,0,0,63.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,73,0,100,0,0,0,0,0,0,0,0.6,0.68,0,0.92,0,0,0,0,0,0,FALSE,FALSE,kg,100,0,0,0
249,Calcium hydroxide,Vitamin/Mineral,Mineral,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,73,0,100,0,0,0,0,0,0,0,0.6,0.68,0,0,0,0,0,0,0,0,FALSE,FALSE,kg,100,0,0,-1
250,Calcium oxide,Vitamin/Mineral,Mineral,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,73,0,100,0,0,0,0,0,0,0,0.33,0.68,0,0,0,0,0,0,0,0,FALSE,FALSE,kg,100,0,0,-1
251,Magnesium chloride (6H2O),Vitamin/Mineral,Mineral,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,34.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,73,0,100,0,0,0,0,0,0,0,0,0.68,0,0.92,0,0,0,0.27,0,0,FALSE,FALSE,kg,100,0,0,0
252,Oystershell,Vitamin/Mineral,Mineral,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,73,0,100,0,0,0,0,0,0,0,0.5,0.68,0,0,0,0,0,0,0,0,FALSE,FALSE,kg,100,0,0,-1
253,Magnesium carbonate,Vitamin/Mineral,Mineral,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,73,0,100,0,0,0,0,0,0,0,0,0.68,0,0,0,0,0,0.23,0,0,FALSE,FALSE,kg,100,0,0,-1
254,Magnesium hydroxide,Vitamin/Mineral,Mineral,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,73,0,100,0,0,0,0,0,0,0,0,0.68,0,0,0,0,0,0.23,0,0,FALSE,FALSE,kg,100,0,0,-1
255,Magnesium sulfate (7H2O),Vitamin/Mineral,Mineral,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.8,0,0,0,13.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,73,0,100,0,0,0,0,0,0,0,0,0.68,0,0,0,0,0,0.27,0,0,FALSE,FALSE,kg,100,0,0,-1
256,Ammonium phosphate (monobasic),Vitamin/Mineral,Mineral,100,36,70.9,100,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,24.7,0,0,0,0,1.5,0,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,91,73,100,0,0,0,0,0,0,0,0,0.6,0.8,1,0.92,1,0.05,0.1,0.3,0.004,0.2,FALSE,FALSE,kg,100,0,0,-1
